id_plt,id_cohort,id_axis,N_phytomer,HS_final,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1
50,5,T2,7,1.675809595,724,1324,5020,507,NA,512.7129985,656.8147603,985.3835632,1255.574366
50,6,T1.0,7,4.79736348,965,1565,6050,607,NA,251.3970544,461.0649203,980.34509,1373.472339
50,6,T3,7,4.789732363,964,1564,6050,607,NA,251.3970544,461.0649203,980.34509,1373.472339
51,1,MS,11,11,NA,NA,1111,111,1,-55.0809966,103.4344892,520.1486536,817.1981622
51,4,T1,9,7.330437032,1048,1648,4080,409,NA,188.1122037,362.9126232,730.4473596,1058.198146
51,5,T2,8,0.532061424,615,1215,5010,508,NA,532.3016913,658.3907329,928.289679,1164.706632
51,6,T3,7,3.980833969,858,1458,6040,607,NA,264.2309771,473.8988431,993.1790127,1386.306261
52,1,MS,11,11,NA,NA,1111,111,1,-71.70976237,86.80572342,503.5198878,800.5693964
52,4,T1,8,8,NA,NA,4081,408,1,163.2896683,359.9401402,773.4167186,1142.136354
52,5,T2,7,1.8312553,738,1338,5020,507,NA,508.9181555,653.0199172,981.5887202,1251.779523
52,6,T1.0,7,5.011034754,993,1593,6060,607,NA,247.6022113,457.2700773,976.5502469,1369.677496
52,6,T3,7,5.003403637,992,1592,6060,607,NA,247.6022113,457.2700773,976.5502469,1369.677496
52,7,T2.0,6,3.212262278,786,1386,7040,706,NA,358.5230707,573.0688899,1240.489617,1642.763028
53,1,MS,11,11,NA,NA,1111,111,1,-47.57924358,110.9362422,527.6504066,824.6999152
53,4,T1,8,6.532216555,1050,1650,4070,408,NA,187.4201871,384.070659,797.5472374,1166.266872
53,5,T2,7,0.376727629,607,1207,5010,507,NA,533.0486743,677.150436,1005.719239,1275.910042
53,6,T3,7,3.522966954,798,1398,6040,607,NA,271.7327301,481.4005961,1000.680766,1393.808014
54,1,MS,11,11,NA,NA,1111,111,1,-75.43635257,83.07913322,499.7932976,796.8428063
54,4,T1,8,8,NA,NA,4081,408,1,159.5630781,356.21355,769.6901284,1138.409763
54,5,T2,8,1.978658192,729,1329,5020,508,NA,511.9463354,638.0353769,907.934323,1144.351276
55,1,MS,10,10,NA,NA,1101,110,1,-66.00967292,108.4193721,521.7265061,848.7809656
55,4,T1,7,7,NA,NA,4071,407,1,164.4559012,389.1992977,923.1040925,1344.497961
55,5,T2,7,1.16505942,678,1278,5020,507,NA,520.6192351,664.7209968,993.2897998,1263.480603
55,6,T1.0,6,4.380205092,1006,1606,6050,606,NA,246.1990493,490.8115596,1252.190697,1710.839153
55,6,T3,6,4.380205092,1006,1606,6050,606,NA,246.1990493,490.8115596,1252.190697,1710.839153
56,1,MS,11,11,NA,NA,1111,111,1,-64.17232947,94.34315632,511.0573207,808.1068294
56,5,T2,7,1.442641037,703,1303,5020,507,NA,516.4555884,660.5573501,989.1261531,1259.316956
56,6,T3,7,4.629478907,943,1543,6050,607,NA,255.1396442,464.8075102,984.0876798,1377.214929
57,1,MS,11,11,NA,NA,1111,111,1,-68.01369788,90.50178791,507.2159523,804.2654609
57,4,T1,8,8,NA,NA,4081,408,1,166.9857328,363.6362047,777.1127831,1145.832418
57,5,T2,8,1.433012043,686,1286,5020,508,NA,519.3689901,645.4580316,915.3569777,1151.773931
57,6,T3,7,4.804994597,966,1566,6050,607,NA,251.2982758,460.9661418,980.2463114,1373.37356
57,7,T1.1,7,2.783375697,769,1369,7030,707,NA,373.7126612,557.6090776,1035.407836,1380.213616
58,1,MS,11,11,NA,NA,1111,111,1,-73.79579252,84.71969327,501.4338577,798.4833663
58,4,T1,8,8,NA,NA,4081,408,1,161.2036381,357.8541101,771.3306884,1140.050323
58,5,T2,8,1.826384848,717,1317,5020,508,NA,513.5868954,639.6759369,909.574883,1145.991836
58,6,T3,7,5.156025975,1012,1612,6060,607,NA,245.5161812,455.1840471,974.4642168,1367.591465
59,1,MS,11,11,NA,NA,1111,111,1,-56.07359363,102.4418922,519.1560566,816.2055652
59,4,T1,8,8,NA,NA,4081,408,1,178.925837,375.576309,789.0528873,1157.772522
59,5,T2,8,0.582819205,619,1219,5010,508,NA,531.3090943,657.3981358,927.2970819,1163.714035
59,6,T1.0,7,4.057145138,868,1468,6050,607,NA,263.2383801,472.906246,992.1864157,1385.313664
59,6,T3,7,4.057145138,868,1468,6050,607,NA,263.2383801,472.906246,992.1864157,1385.313664
60,1,MS,12,12,NA,NA,1121,112,1,-64.65782214,80.69971541,500.4401349,772.9855178
60,6,T3,8,4.924539425,901,1501,6050,608,NA,259.5815076,443.0408903,832.914707,1176.90105
