DOY;Hour;Rg;RdRg;Group
110;20;0.464;1;109
110;21;0.34;1;109
110;22;0.335;1;109
110;23;0.335;1;109
110;24;0.335;1;109
111;1;0.335;1;110
111;2;0.335;1;110
111;3;0.335;1;110
111;4;0.335;1;110
111;5;2.588;1;110
111;6;88.3;0.975084938;110
111;7;281.8;0.817955997;110
111;8;543.5;0.683900644;110
111;9;820;0.471219512;110
111;10;1198;0.340567613;110
111;11;1241;0.443029815;110
111;12;1398;0.428040057;110
111;13;1380;0.422971014;110
111;14;1100;0.482454545;110
111;15;1101;0.485467757;110
111;16;655.5;0.6;110
111;17;525.5;0.641484301;110
111;18;250.1;0.778888445;110
111;19;58.8;0.920068027;110
111;20;0.662;1;110
111;21;0.356;1;110
111;22;0.363;1;110
111;23;0.347;1;110
111;24;0.345;1;110
112;1;0.34;1;111
112;2;0.34;1;111
112;3;0.337;1;111
112;4;0.334;1;111
112;5;3.242;1;111
112;6;74.7;0.981258367;111
112;7;319.7;0.801063497;111
112;8;622.2;0.628576021;111
112;9;888;0.493243243;111
112;10;1161;0.439534884;111
112;11;1351;0.45099926;111
112;12;1432;0.439106145;111
112;13;1459;0.411034955;111
112;14;1401;0.334189864;111
112;15;1238;0.286187399;111
112;16;950;0.302105263;111
112;17;636.1;0.389089766;111
112;18;298.2;0.573440644;111
112;19;51.39;0.906596614;111
112;20;0.661;1;111
112;21;0.334;1;111
112;22;0.335;1;111
112;23;0.335;1;111
112;24;0.335;1;111
113;1;0.335;1;112
113;2;0.335;1;112
113;3;0.335;1;112
113;4;0.335;1;112
113;5;4.146;1;112
113;6;68.79;0.996947231;112
113;7;86;1;112
113;8;310.8;0.980694981;112
113;9;565.3;0.915796922;112
113;10;524.6;0.936713687;112
113;11;941;0.845908608;112
113;12;1173;0.805626598;112
113;13;1079;0.803521779;112
113;14;1006;0.793240557;112
113;15;87.5;1;112
113;16;259.4;0.979953739;112
113;17;431.6;0.848702502;112
113;18;256.9;0.938108213;112
113;19;44.3;1;112
113;20;0.707;1;112
113;21;0.338;1;112
113;22;0.337;1;112
113;23;0.335;1;112
113;24;0.336;1;112
114;1;0.336;1;113
114;2;0.336;1;113
114;3;0.336;1;113
114;4;0.337;1;113
114;5;2.978;1;113
114;6;43.56;1;113
114;7;130;0.999230769;113
114;8;267.8;0.993278566;113
114;9;467.9;0.86172259;113
114;10;1082;0.524121996;113
114;11;1375;0.505236364;113
114;12;1180;0.633898305;113
114;13;1224;0.607026144;113
114;14;1250;0.53104;113
114;15;706;0.728895184;113
114;16;226.1;0.951348961;113
114;17;71.9;0.979137691;113
114;18;128.3;0.961808262;113
114;19;80.7;0.961586121;113
114;20;0.818;1;113
114;21;0.34;1;113
114;22;0.338;1;113
114;23;0.337;1;113
114;24;0.337;1;113
115;1;0.339;1;114
115;2;0.341;1;114
115;3;0.344;1;114
115;4;0.343;1;114
115;5;2.818;1;114
115;6;42.28;1;114
115;7;142.6;0.991584853;114
115;8;262.2;0.995041953;114
115;9;419.1;0.988069673;114
115;10;565;0.969557522;114
115;11;758;0.949868074;114
115;12;576.4;0.983691881;114
115;13;1036;0.841698842;114
115;14;832;0.893028846;114
115;15;858;0.864801865;114
115;16;679.5;0.758940397;114
115;17;651.6;0.599447514;114
115;18;326;0.655828221;114
115;19;59.06;0.939552997;114
115;20;0.968;1;114
115;21;0.334;1;114
115;22;0.336;1;114
115;23;0.335;1;114
115;24;0.335;1;114
116;1;0.342;1;115
116;2;0.34;1;115
116;3;0.337;1;115
116;4;0.336;1;115
116;5;2.283;1;115
116;6;40.96;1;115
116;7;55.03;1;115
116;8;225.7;0.99556934;115
116;9;425.9;0.98708617;115
116;10;413.6;0.980415861;115
116;11;593.2;0.956675657;115
116;12;575;0.962956522;115
116;13;646.9;0.88808162;115
116;14;617.4;0.718172983;115
116;15;1032;0.380620155;115
116;16;1130;0.286283186;115
116;17;656;0.341768293;115
116;18;286.1;0.670045439;115
116;19;27.49;0.969079665;115
116;20;0.778;1;115
116;21;0.339;1;115
116;22;0.336;1;115
116;23;0.334;1;115
116;24;0.334;1;115
117;1;0.335;1;116
117;2;0.335;1;116
117;3;0.335;1;116
117;4;0.335;1;116
117;5;7.93;1;116
117;6;123.5;0.944939271;116
117;7;422.8;0.610217597;116
117;8;665.7;0.514345801;116
117;9;661.3;0.8208075;116
117;10;600;0.953166667;116
117;11;817;0.924112607;116
117;12;967;0.869700103;116
117;13;561.9;0.990745684;116
117;14;462.2;0.994807443;116
117;15;431.8;0.958777212;116
117;16;396.6;0.973272819;116
117;17;297.8;0.860980524;116
117;18;170;0.937058824;116
117;19;50.74;0.983445014;116
117;20;1.293;1;116
117;21;0.336;1;116
117;22;0.334;1;116
117;23;0.335;1;116
117;24;0.335;1;116
118;1;0.335;1;117
118;2;0.335;1;117
118;3;0.335;1;117
118;4;0.335;1;117
118;5;9.6;1;117
118;6;127.7;0.879404855;117
118;7;348.2;0.812751292;117
118;8;727;0.4696011;117
118;9;1083;0.235918744;117
118;10;1346;0.193239227;117
118;11;1569;0.16998088;117
118;12;1591;0.204462602;117
118;13;1346;0.381500743;117
118;14;1136;0.486003521;117
118;15;662;0.770996979;117
118;16;480.3;0.814490943;117
118;17;278.3;0.873158462;117
118;18;114.9;0.99129678;117
118;19;50.69;0.979483133;117
118;20;1.475;1;117
118;21;0.335;1;117
118;22;0.335;1;117
118;23;0.335;1;117
118;24;0.335;1;117
119;1;0.335;1;118
119;2;0.335;1;118
119;3;0.335;1;118
119;4;0.335;1;118
119;5;11.61;1;118
119;6;122.8;0.86237785;118
119;7;440.9;0.5180313;118
119;8;712;0.56488764;118
119;9;660.3;0.584128426;118
119;10;1085;0.381105991;118
119;11;1312;0.400457317;118
119;12;739;0.866576455;118
119;13;324.8;0.979987685;118
119;14;1168;0.495205479;118
119;15;691.2;0.574363426;118
119;16;1013;0.37769003;118
119;17;271.1;0.930652896;118
119;18;217.7;0.798805696;118
119;19;67.13;0.959779532;118
119;20;2.132;1;118
119;21;0.335;1;118
119;22;0.335;1;118
119;23;0.335;1;118
119;24;0.335;1;118
120;1;0.335;1;119
120;2;0.335;1;119
120;3;0.335;1;119
120;4;0.335;1;119
120;5;11.43;1;119
120;6;140.8;0.771306818;119
120;7;425.5;0.52173913;119
120;8;800;0.331875;119
120;9;560;0.725178571;119
120;10;373.6;0.99143469;119
120;11;217;0.996774194;119
120;12;141.7;0.998588567;119
120;13;147;0.996598639;119
120;14;130.5;0.996934866;119
120;15;143.9;0.995135511;119
120;16;322.7;0.950418345;119
120;17;587.5;0.66587234;119
120;18;266.1;0.761743705;119
120;19;51.42;0.997082847;119
120;20;1.483;1;119
120;21;0.335;1;119
120;22;0.335;1;119
120;23;0.335;1;119
120;24;0.335;1;119
121;1;0.335;1;120
121;2;0.335;1;120
121;3;0.336;1;120
121;4;0.335;1;120
121;5;7.34;1;120
121;6;61.97;1;120
121;7;156.5;1;120
121;8;270;0.991481481;120
121;9;358;0.994972067;120
121;10;418.6;0.991161013;120
121;11;587.6;0.993192648;120
121;12;666.8;0.9955009;120
121;13;490.1;0.986941441;120
121;14;485.1;0.914038343;120
121;15;467;0.980728051;120
121;16;562.3;0.899875511;120
121;17;600.8;0.550266312;120
121;18;157;0.88343949;120
121;19;49.55;1;120
121;20;1.694;1;120
121;21;0.341;1;120
121;22;0.335;1;120
121;23;0.338;1;120
121;24;0.336;1;120
122;1;0.336;1;121
122;2;0.335;1;121
122;3;0.335;1;121
122;4;0.335;1;121
122;5;18.14;1;121
122;6;111.4;0.99551167;121
122;7;451.1;0.611394369;121
122;8;769;0.478413524;121
122;9;1093;0.292223239;121
122;10;1357;0.284156227;121
122;11;1551;0.243133462;121
122;12;1622;0.214981504;121
122;13;1571;0.220814768;121
122;14;1487;0.220376597;121
122;15;1242;0.251851852;121
122;16;1039;0.298556304;121
122;17;651.9;0.457125326;121
122;18;427.2;0.543305243;121
122;19;94.6;0.818181818;121
122;20;3.378;1;121
122;21;0.369;1;121
122;22;0.368;1;121
122;23;0.36;1;121
122;24;0.357;1;121
123;1;0.352;1;122
123;2;0.35;1;122
123;3;0.353;1;122
123;4;0.339;1;122
123;5;13.49;1;122
123;6;96.1;0.937565036;122
123;7;349;0.72722063;122
123;8;687.5;0.527854545;122
123;9;975;0.344410256;122
123;10;1200;0.436833333;122
123;11;1256;0.578821656;122
123;12;1479;0.446044625;122
123;13;1489;0.39274681;122
123;14;1399;0.322802001;122
123;15;1289;0.291078355;122
123;16;926;0.412526998;122
123;17;434.9;0.707978846;122
123;18;335;0.716716418;122
123;19;102.6;0.898635478;122
123;20;3.541;1;122
123;21;0.349;1;122
123;22;0.345;1;122
123;23;0.34;1;122
123;24;0.343;1;122
124;1;0.339;1;123
124;2;0.338;1;123
124;3;0.335;1;123
124;4;0.335;1;123
124;5;11.22;1;123
124;6;139.1;0.781452193;123
124;7;388.9;0.584726151;123
124;8;577.9;0.562900156;123
124;9;904;0.511172566;123
124;10;926;0.66187905;123
124;11;1091;0.734188818;123
124;12;1068;0.826779026;123
124;13;1175;0.717446809;123
124;14;1277;0.514330462;123
124;15;1112;0.466456835;123
124;16;1080;0.308148148;123
124;17;691.7;0.359693509;123
124;18;339.7;0.555784516;123
124;19;93.6;0.888888889;123
124;20;3.586;1;123
124;21;0.362;1;123
124;22;0.357;1;123
124;23;0.361;1;123
124;24;0.354;1;123
125;1;0.34;1;124
125;2;0.339;1;124
125;3;0.338;1;124
125;4;0.338;1;124
125;5;18.03;1;124
125;6;121.8;1;124
125;7;253.2;0.975513428;124
125;8;461.2;0.923460538;124
125;9;647.1;0.918250657;124
125;10;949;0.850368809;124
125;11;1180;0.794915254;124
125;12;847;0.953955136;124
125;13;1285;0.688715953;124
125;14;1372;0.391107872;124
125;15;1051;0.616365366;124
125;16;726;0.729752066;124
125;17;512.2;0.672979305;124
125;18;346.3;0.751082876;124
125;19;73.8;0.990514905;124
125;20;3.545;1;124
125;21;0.348;1;124
125;22;0.343;1;124
125;23;0.339;1;124
125;24;0.337;1;124
126;1;0.335;1;125
126;2;0.337;1;125
126;3;0.335;1;125
126;4;0.335;1;125
126;5;14.68;1;125
126;6;104.4;1;125
126;7;292.3;0.968183373;125
126;8;433.1;0.96236435;125
126;9;666.4;0.889555822;125
126;10;884;0.875565611;125
126;11;1153;0.858629662;125
126;12;964;0.885892116;125
126;13;416.1;0.989906273;125
126;14;152.7;0.993451212;125
126;15;147.5;0.993898305;125
126;16;153.8;0.994148244;125
126;17;70.8;0.995762712;125
126;18;96.3;1;125
126;19;20.19;1;125
126;20;0.934;1;125
126;21;0.341;1;125
126;22;0.338;1;125
126;23;0.338;1;125
126;24;0.337;1;125
127;1;0.337;1;126
127;2;0.337;1;126
127;3;0.334;1;126
127;4;0.335;1;126
127;5;7.35;1;126
127;6;42.52;1;126
127;7;132.1;1;126
127;8;245.4;1;126
127;9;302.3;0.998676811;126
127;10;341.1;0.998534154;126
127;11;487.7;0.991388148;126
127;12;966;0.797101449;126
127;13;1554;0.532818533;126
127;14;1030;0.614563107;126
127;15;1333;0.358964741;126
127;16;1056;0.311174242;126
127;17;557.3;0.534362103;126
127;18;222.3;0.968960864;126
127;19;73.3;1;126
127;20;3.358;1;126
127;21;0.351;1;126
127;22;0.342;1;126
127;23;0.34;1;126
127;24;0.341;1;126
128;1;0.34;1;127
128;2;0.34;1;127
128;3;0.336;1;127
128;4;0.337;1;127
128;5;5.16;1;127
128;6;19.69;1;127
128;7;86.6;0.998845266;127
128;8;375.6;0.916134185;127
128;9;964;0.530809129;127
128;10;1208;0.432781457;127
128;11;859;0.657392317;127
128;12;769;0.775942783;127
128;13;829;0.704342581;127
128;14;852;0.69471831;127
128;15;297.4;0.988231338;127
128;16;518.9;0.822123723;127
128;17;358.9;0.948174979;127
128;18;165;0.995757576;127
128;19;54.53;0.994865212;127
128;20;3.672;1;127
128;21;0.34;1;127
128;22;0.336;1;127
128;23;0.335;1;127
128;24;0.335;1;127
129;1;0.335;1;128
129;2;0.335;1;128
129;3;0.338;1;128
129;4;0.334;1;128
129;5;7.51;1;128
129;6;53.18;1;128
129;7;106.3;0.999059266;128
129;8;192.5;0.995844156;128
129;9;245;0.991428571;128
129;10;353.4;0.980475382;128
129;11;325.6;0.98034398;128
129;12;682.3;0.977868973;128
129;13;460.8;0.974392361;128
129;14;736;0.980978261;128
129;15;545.7;0.954920286;128
129;16;198.9;0.981397687;128
129;17;297.2;0.979811575;128
129;18;219;0.980821918;128
129;19;69.94;1;128
129;20;3.205;1;128
129;21;0.335;1;128
129;22;0.335;1;128
129;23;0.334;1;128
129;24;0.334;1;128
130;1;0.336;1;129
130;2;0.336;1;129
130;3;0.337;1;129
130;4;0.337;1;129
130;5;5.241;1;129
130;6;39.97;1;129
130;7;64.1;1;129
130;8;137.7;0.997821351;129
130;9;227;0.997797357;129
130;10;311.1;0.99710704;129
130;11;468.1;0.993163854;129
130;12;439;0.990432802;129
130;13;551.1;0.989838505;129
130;14;625.7;0.951414416;129
130;15;763;0.838269987;129
130;16;590;0.900338983;129
130;17;358.9;0.93173586;129
130;18;226.1;0.967271119;129
130;19;86.3;0.984936269;129
130;20;5.536;1;129
130;21;0.34;1;129
130;22;0.336;1;129
130;23;0.338;1;129
130;24;0.335;1;129
131;1;0.336;1;130
131;2;0.34;1;130
131;3;0.338;1;130
131;4;0.401;1;130
131;5;22.86;1;130
131;6;134.2;0.994783905;130
131;7;332.8;0.986177885;130
131;8;713;0.765497896;130
131;9;1022;0.492759295;130
131;10;1293;0.427532869;130
131;11;1468;0.415599455;130
131;12;1550;0.386;130
131;13;1599;0.447779862;130
131;14;1392;0.462212644;130
131;15;1003;0.554735793;130
131;16;954;0.50293501;130
131;17;620.7;0.619300789;130
131;18;334.6;0.73132098;130
131;19;93.1;0.968850698;130
131;20;6.826;1;130
131;21;0.359;1;130
131;22;0.348;1;130
131;23;0.343;1;130
131;24;0.341;1;130
132;1;0.339;1;131
132;2;0.335;1;131
132;3;0.338;1;131
132;4;0.445;1;131
132;5;27.13;1;131
132;6;182.5;0.808219178;131
132;7;502.1;0.603465445;131
132;8;819;0.456043956;131
132;9;985;0.372182741;131
132;10;1301;0.304765565;131
132;11;1536;0.338216146;131
132;12;1059;0.57592068;131
132;13;1018;0.659921415;131
132;14;943;0.733934252;131
132;15;788;0.872588832;131
132;16;445.5;0.985858586;131
132;17;379;0.955936675;131
132;18;192.8;0.995850622;131
132;19;73.6;1;131
132;20;4.697;1;131
132;21;0.363;1;131
132;22;0.365;1;131
132;23;0.371;1;131
132;24;0.371;1;131
133;1;0.365;1;132
133;2;0.35;1;132
133;3;0.343;1;132
133;4;0.468;1;132
133;5;28.71;0.996516893;132
133;6;188.5;0.872679045;132
133;7;471.3;0.736473584;132
133;8;728;0.74739011;132
133;9;930;0.570645161;132
133;10;1199;0.531109258;132
133;11;1112;0.744604317;132
133;12;1356;0.570058997;132
133;13;465.3;0.85192349;132
133;14;562.3;0.680419705;132
133;15;1334;0.49137931;132
133;16;879;0.696473265;132
133;17;702;0.651282051;132
133;18;312.2;0.784753363;132
133;19;134.7;0.780994803;132
133;20;9.33;1;132
133;21;0.345;1;132
133;22;0.341;1;132
133;23;0.34;1;132
133;24;0.334;1;132
134;1;0.335;1;133
134;2;0.335;1;133
134;3;0.335;1;133
134;4;0.547;1;133
134;5;38.46;1;133
134;6;188;0.894148936;133
134;7;264.2;0.994700984;133
134;8;375.7;0.996007453;133
134;9;760;0.807763158;133
134;10;1304;0.446702454;133
134;11;1372;0.529883382;133
134;12;1066;0.699812383;133
134;13;611.9;0.919104429;133
134;14;1164;0.650343643;133
134;15;844;0.823222749;133
134;16;725;0.823448276;133
134;17;540.1;0.834289946;133
134;18;240.9;0.96928186;133
134;19;78.5;1;133
134;20;6.272;1;133
134;21;0.339;1;133
134;22;0.339;1;133
134;23;0.336;1;133
134;24;0.34;1;133
135;1;0.342;1;134
135;2;0.337;1;134
135;3;0.335;1;134
135;4;0.46;1;134
135;5;25.1;1;134
135;6;116.5;1;134
135;7;288;0.983680556;134
135;8;164.3;0.993913573;134
135;9;256.1;0.990238188;134
135;10;369.1;0.992143051;134
135;11;628.3;0.9826516;134
135;12;1156;0.839965398;134
135;13;1262;0.816164818;134
135;14;1073;0.77166822;134
135;15;1002;0.768463074;134
135;16;624.3;0.880986705;134
135;17;337.4;0.885892116;134
135;18;149.3;0.984594776;134
135;19;73.6;0.993206522;134
135;20;8.81;1;134
135;21;0.347;1;134
135;22;0.348;1;134
135;23;0.345;1;134
135;24;0.344;1;134
136;1;0.346;1;135
136;2;0.338;1;135
136;3;0.339;1;135
136;4;0.501;1;135
136;5;19.82;1;135
136;6;198.5;0.912846348;135
136;7;298.3;0.958766343;135
136;8;618.2;0.887738596;135
136;9;632.1;0.835469071;135
136;10;1054;0.568785579;135
136;11;565;0.990088496;135
136;12;458.3;0.986035348;135
136;13;524.1;0.981492082;135
136;14;474.4;0.982293423;135
136;15;374.4;0.991720085;135
136;16;491.3;0.957256259;135
136;17;524;0.782251908;135
136;18;236.3;0.93101989;135
136;19;97.5;0.947692308;135
136;20;9.24;1;135
136;21;0.358;1;135
136;22;0.353;1;135
136;23;0.35;1;135
136;24;0.343;1;135
137;1;0.337;1;136
137;2;0.338;1;136
137;3;0.338;1;136
137;4;0.619;1;136
137;5;25.99;1;136
137;6;140.6;0.980085349;136
137;7;417.5;0.850778443;136
137;8;484.1;0.95909936;136
137;9;825;0.623757576;136
137;10;805;0.853664596;136
137;11;750;0.932133333;136
137;12;735;1;136
137;13;869;0.95972382;136
137;14;668.6;0.956177086;136
137;15;397.1;0.989926971;136
137;16;461;0.947505423;136
137;17;375;0.913866667;136
137;18;232.1;0.915984489;136
137;19;63.73;1;136
137;20;3.784;1;136
137;21;0.387;1;136
137;22;0.397;1;136
137;23;0.391;1;136
137;24;0.38;1;136
138;1;0.386;1;137
138;2;0.371;1;137
138;3;0.365;1;137
138;4;0.402;1;137
138;5;9.58;1;137
138;6;39.82;1;137
138;7;272.7;0.862486249;137
138;8;565.8;0.686638388;137
138;9;866;0.476905312;137
138;10;1198;0.439732888;137
138;11;1255;0.55936255;137
138;12;1360;0.421911765;137
138;13;1555;0.306623794;137
138;14;1321;0.31014383;137
138;15;1265;0.294071146;137
138;16;914;0.340043764;137
138;17;524.3;0.526988365;137
138;18;493.9;0.344401701;137
138;19;131.3;0.668697639;137
138;20;10.33;1;137
138;21;0.384;1;137
138;22;0.379;1;137
138;23;0.346;1;137
138;24;0.35;1;137
139;1;0.345;1;138
139;2;0.341;1;138
139;3;0.341;1;138
139;4;0.797;1;138
139;5;46.65;0.871382637;138
139;6;228.9;0.587592835;138
139;7;564.8;0.49398017;138
139;8;769;0.510923277;138
139;9;612.6;0.915115899;138
139;10;785;0.869171975;138
139;11;515.8;0.91857309;138
139;12;666.1;0.964419757;138
139;13;927;0.839266451;138
139;14;755;0.835099338;138
139;15;598;0.880100334;138
139;16;667.1;0.776195473;138
139;17;562.4;0.760846373;138
139;18;366.9;0.720087217;138
139;19;69.29;1;138
139;20;6.942;1;138
139;21;0.348;1;138
139;22;0.348;1;138
139;23;0.346;1;138
139;24;0.347;1;138
140;1;0.347;1;139
140;2;0.341;1;139
140;3;0.347;1;139
140;4;0.402;1;139
140;5;6.275;1;139
140;6;42.89;1;139
140;7;267.9;0.555431131;139
140;8;856;0.365420561;139
140;9;999;0.595695696;139
140;10;774;0.297028424;139
140;11;957;0.489341693;139
140;12;1211;0.464492155;139
140;13;1291;0.319907049;139
140;14;1178;0.403904924;139
140;15;1002;0.488023952;139
140;16;683;0.580380673;139
140;17;603.3;0.604177026;139
140;18;375.2;0.682835821;139
140;19;109.7;0.986326345;139
140;20;13.24;1;139
140;21;0.353;1;139
140;22;0.345;1;139
140;23;0.344;1;139
140;24;0.345;1;139
141;1;0.342;1;140
141;2;0.345;1;140
141;3;0.34;1;140
141;4;0.864;1;140
141;5;19.29;1;140
141;6;76.2;0.998687664;140
141;7;124.8;0.996794872;140
141;8;331.3;0.959553275;140
141;9;439;0.974487472;140
141;10;1018;0.725933202;140
141;11;1200;0.653333333;140
141;12;1334;0.730134933;140
141;13;948;0.755274262;140
141;14;1228;0.596905537;140
141;15;691.7;0.850802371;140
141;16;235.1;0.978732454;140
141;17;147.6;0.943089431;140
141;18;331.2;0.65307971;140
141;19;64.66;0.892050727;140
141;20;19.63;1;140
141;21;0.341;1;140
141;22;0.338;1;140
141;23;0.339;1;140
141;24;0.336;1;140
142;1;0.336;1;141
142;2;0.336;1;141
142;3;0.337;1;141
142;4;0.959;1;141
142;5;42.22;0.995026054;141
142;6;136;0.883088235;141
142;7;531.2;0.63309488;141
142;8;377.7;0.800900185;141
142;9;532.2;0.81322811;141
142;10;637.4;0.831032319;141
142;11;723;0.800968188;141
142;12;1018;0.583595285;141
142;13;1388;0.283429395;141
142;14;1008;0.531845238;141
142;15;1194;0.319681742;141
142;16;597.8;0.512546002;141
142;17;597.6;0.488119143;141
142;18;441.8;0.531235853;141
142;19;59.23;0.981259497;141
142;20;9.87;1;141
142;21;0.335;1;141
142;22;0.338;1;141
142;23;0.337;1;141
142;24;0.334;1;141
143;1;0.334;1;142
143;2;0.335;1;142
143;3;0.335;1;142
143;4;1.094;1;142
143;5;57.66;0.830558446;142
143;6;289;0.509688581;142
143;7;455.4;0.628897672;142
143;8;823;0.488335358;142
143;9;1255;0.350677291;142
143;10;1365;0.282051282;142
143;11;1146;0.487085515;142
143;12;693.5;0.741167988;142
143;13;808;0.635767327;142
143;14;915;0.68284153;142
143;15;1056;0.405113636;142
143;16;619.2;0.592054264;142
143;17;854;0.356088993;142
143;18;392.5;0.470828025;142
143;19;65.26;0.978853816;142
143;20;18.11;1;142
143;21;0.353;1;142
143;22;0.337;1;142
143;23;0.335;1;142
143;24;0.335;1;142
144;1;0.335;1;143
144;2;0.335;1;143
144;3;0.335;1;143
144;4;1.522;1;143
144;5;64.24;0.756070984;143
144;6;313.7;0.400382531;143
144;7;644.7;0.32588801;143
144;8;854;0.41088993;143
144;9;838;0.746181384;143
144;10;1204;0.457973422;143
144;11;994;0.85110664;143
144;12;1310;0.777099237;143
144;13;898;0.906458797;143
144;14;892;0.733744395;143
144;15;1070;0.551962617;143
144;16;675.3;0.712127943;143
144;17;625.9;0.716408372;143
144;18;265.1;0.885326292;143
144;19;49.32;0.995539335;143
144;20;14.16;1;143
144;21;0.337;1;143
144;22;0.337;1;143
144;23;0.34;1;143
144;24;0.338;1;143
145;1;0.339;1;144
145;2;0.337;1;144
145;3;0.335;1;144
145;4;0.747;1;144
145;5;27.42;1;144
145;6;93.2;0.998927039;144
145;7;135.1;0.996299038;144
145;8;250.5;0.995209581;144
145;9;330;0.991818182;144
145;10;388;0.990979381;144
145;11;396.3;0.987887964;144
145;12;479.1;0.988311417;144
145;13;659.6;0.974681625;144
145;14;692;0.924855491;144
145;15;915;0.838251366;144
145;16;545.2;0.949743213;144
145;17;350;0.984;144
145;18;196.2;0.988277268;144
145;19;88.8;0.997747748;144
145;20;13.96;1;144
145;21;0.359;1;144
145;22;0.352;1;144
145;23;0.355;1;144
145;24;0.356;1;144
146;1;0.353;1;145
146;2;0.353;1;145
146;3;0.355;1;145
146;4;0.746;1;145
146;5;42.83;1;145
146;6;116;0.998275862;145
146;7;173.7;0.994818653;145
146;8;235.4;0.996601529;145
146;9;521.3;0.99079225;145
146;10;674.4;0.972419929;145
146;11;1236;0.800161812;145
146;12;762;0.954068241;145
146;13;912;0.885964912;145
146;14;623.4;0.951716394;145
146;15;632.8;0.947850822;145
146;16;303.5;0.9815486;145
146;17;100.3;0.987038883;145
146;18;175.3;0.964061609;145
146;19;49.22;1;145
146;20;7.99;1;145
146;21;0.384;1;145
146;22;0.395;1;145
146;23;0.377;1;145
146;24;0.372;1;145
147;1;0.366;1;146
147;2;0.356;1;146
147;3;0.36;1;146
147;4;0.51;1;146
147;5;8.53;1;146
147;6;49.09;1;146
147;7;243.2;0.989720395;146
147;8;596.7;0.775934305;146
147;9;307.7;0.985050374;146
147;10;401.5;0.99003736;146
147;11;730;0.933835616;146
147;12;885;0.871186441;146
147;13;719;0.872878999;146
147;14;603.7;0.949809508;146
147;15;570.3;0.834823777;146
147;16;748;0.684224599;146
147;17;455.6;0.838235294;146
147;18;184.3;0.91861096;146
147;19;76.9;0.968790637;146
147;20;14.02;1;146
147;21;0.449;1;146
147;22;0.391;1;146
147;23;0.394;1;146
147;24;0.38;1;146
148;1;0.371;1;147
148;2;0.361;1;147
148;3;0.355;1;147
148;4;1.088;1;147
148;5;38.42;1;147
148;6;103.5;1;147
148;7;185.8;0.98977395;147
148;8;243.4;0.992193919;147
148;9;405.8;0.940857565;147
148;10;1087;0.607727691;147
148;11;1508;0.346949602;147
148;12;1308;0.480733945;147
148;13;995;0.693969849;147
148;14;1120;0.531964286;147
148;15;1119;0.536997319;147
148;16;772;0.754663212;147
148;17;571.8;0.884749913;147
148;18;247.3;0.985442782;147
148;19;79.3;1;147
148;20;10.33;1;147
148;21;0.366;1;147
148;22;0.352;1;147
148;23;0.341;1;147
148;24;0.339;1;147
149;1;0.338;1;148
149;2;0.341;1;148
149;3;0.338;1;148
149;4;0.662;1;148
149;5;11.96;1;148
149;6;69.86;1;148
149;7;260.4;0.991167435;148
149;8;896;0.315736607;148
149;9;544.2;0.847115031;148
149;10;894;0.51655481;148
149;11;563.4;0.86084487;148
149;12;1041;0.718539866;148
149;13;1311;0.45194508;148
149;14;1246;0.374879615;148
149;15;1343;0.306626955;148
149;16;445.9;0.861628168;148
149;17;819;0.381929182;148
149;18;237.9;0.769651114;148
149;19;115.4;0.855285962;148
149;20;13.85;1;148
149;21;0.372;1;148
149;22;0.335;1;148
149;23;0.336;1;148
149;24;0.335;1;148
150;1;0.335;1;149
150;2;0.335;1;149
150;3;0.335;1;149
150;4;2.162;1;149
150;5;69.65;0.811916726;149
150;6;302.1;0.435948361;149
150;7;598.1;0.366995486;149
150;8;769;0.535890767;149
150;9;570.8;0.619306237;149
150;10;966;0.6;149
150;11;1123;0.449777382;149
150;12;1022;0.389726027;149
150;13;1049;0.49485224;149
150;14;645.7;0.713179495;149
150;15;367.5;0.874285714;149
150;16;530.2;0.707280272;149
150;17;389.3;0.936552787;149
150;18;236.8;0.964527027;149
150;19;58.88;0.99779212;149
150;20;4.454;1;149
150;21;0.369;1;149
150;22;0.335;1;149
150;23;0.335;1;149
150;24;0.337;1;149
151;1;0.336;1;150
151;2;0.337;1;150
151;3;0.339;1;150
151;4;1.91;1;150
151;5;40.32;1;150
151;6;129.2;0.998452012;150
151;7;285.7;0.992299615;150
151;8;399.4;0.895343015;150
151;9;351.9;0.969593635;150
151;10;301.3;0.975439761;150
151;11;829;0.742943305;150
151;12;692;0.963583815;150
151;13;894;0.695973154;150
151;14;665.5;0.829902329;150
151;15;756;0.628703704;150
151;16;382.7;0.972302064;150
151;17;476.3;0.696619777;150
151;18;240.2;0.98376353;150
151;19;71;1;150
151;20;15.35;1;150
151;21;0.391;1;150
151;22;0.335;1;150
151;23;0.336;1;150
151;24;0.335;1;150
152;1;0.335;1;151
152;2;0.335;1;151
152;3;0.335;1;151
152;4;2.302;1;151
152;5;57.25;0.944628821;151
152;6;240.6;0.748545303;151
152;7;476.7;0.784770296;151
152;8;699.1;0.745816049;151
152;9;890;0.671797753;151
152;10;1300;0.410461538;151
152;11;1313;0.560548363;151
152;12;1065;0.741784038;151
152;13;318.8;0.989648683;151
152;14;339.1;0.988498968;151
152;15;412;0.990533981;151
152;16;495.1;0.988083216;151
152;17;328.8;0.991180049;151
152;18;104.1;0.997118156;151
152;19;34.33;1;151
152;20;7.75;1;151
152;21;0.393;1;151
152;22;0.351;1;151
152;23;0.351;1;151
152;24;0.344;1;151
